id,file_name,gt_m,gt_w,vqa_m,vqa_w,set_20,dmw_m,dmw_w,dwm_m,dwm_w,gt_p,yolo_p
14222,022ykV2P6vGJ.png,False,False,True,True,False,True,False,True,True,False,False
14223,022yiVc3xCaQ.png,True,True,True,True,False,True,True,True,True,True,True
14224,0231yTKDcfNc.png,True,False,True,True,False,True,True,False,True,True,True
14225,022ykz8cj4qE.png,True,False,False,False,False,True,True,True,True,True,True
14226,02348SSFSxdi.png,False,False,True,False,False,True,True,False,True,False,False
14227,022wX1xqZWpQ.png,True,False,True,True,True,True,True,True,True,True,True
14228,022yjzFg6x6V.png,False,False,True,False,False,False,False,False,False,False,False
14229,013AmtMXFWfv.png,False,False,True,True,False,True,True,True,True,False,False
14230,032s93sf3rJC.png,True,False,True,True,False,True,True,True,True,True,True
14231,022ymUu7tU4b.png,False,True,False,True,False,True,False,True,True,True,True
14232,022yiVc3uWsp.png,False,False,True,False,False,True,True,True,True,False,False
14233,0231yxsdQpbJ.png,True,False,False,True,False,True,True,True,True,True,True
14234,013AmPUMAM2e.png,True,False,True,False,False,True,True,True,True,True,True
14235,022wX1xqZXCY.png,False,True,False,False,False,True,True,True,True,True,True
14236,032ymUZVHydi.png,True,True,True,True,False,True,True,True,True,True,True
14237,032ykz8ckQDu.png,False,False,False,False,False,True,True,False,True,True,True
14238,032yiVc3uWiv.png,False,False,True,True,False,False,False,False,True,False,False
14239,032wZzaeGoFA.png,False,True,True,True,False,True,True,True,True,True,True
14240,042s93m32NXr.png,False,False,False,False,False,True,True,True,True,False,False
14241,02349SstFEC2.png,True,False,True,False,False,True,False,True,True,True,True
14242,0231yTszH9QL.png,True,False,True,True,False,True,True,True,True,True,True
14243,013AjP3Fe6Tz.png,True,True,True,False,True,True,True,True,True,True,True
14244,022ymUu7rnxX.png,False,False,True,False,False,True,True,True,True,True,True
14245,032s93mBxeSa.png,True,True,True,True,False,True,True,True,True,True,True
14246,032ykUTiQkC4.png,False,False,True,True,False,True,True,True,True,True,True
14247,032wY1j4GDn8.png,False,False,True,False,False,True,True,True,True,False,False
14248,02348SYqx6DF.png,False,False,False,False,False,False,False,False,False,False,False
14249,032wY13yUA7U.png,True,False,True,True,False,True,True,True,True,True,True
14250,02347SnUJTXC.png,True,True,True,True,True,False,False,False,False,True,True
14251,022yiVVcKyQc.png,True,False,True,False,False,True,False,True,True,True,True
14252,022sB2j69qVJ.png,False,False,False,False,False,True,True,True,True,True,True
14253,012uNWi61FGe.png,False,False,False,False,False,False,False,False,False,False,False
14254,032ymUDqB9QE.png,False,True,True,True,False,True,True,True,True,True,True
14255,022ykz8Tqp2Z.png,False,False,True,True,False,True,False,False,True,False,False
14256,012sB2x8DqRM.png,False,True,True,False,False,True,True,True,True,True,True
14257,012uP1hq9FEF.png,True,False,True,True,False,True,False,True,True,True,True
14258,022ykz8ckjrh.png,False,True,False,True,False,True,True,True,True,True,True
14259,022ykz8eCPDz.png,True,True,True,True,False,True,True,True,True,True,True
14260,012uN2ceCwc4.png,False,False,False,False,False,True,True,True,True,False,False
14261,0331wU841Fkm.png,True,True,True,True,False,True,True,True,True,True,True
14262,0231xy7Qg7aQ.png,True,True,True,True,False,True,True,True,True,True,True
14263,032ymUSzhmuB.png,False,False,True,True,False,True,True,True,True,True,True
14264,0331yx5mk3KV.png,True,False,True,True,False,True,True,False,True,True,True
14265,0231yxCX97oo.png,True,False,True,True,False,True,True,True,True,True,True
14266,032uM2HXTrPh.png,True,True,True,True,False,True,True,True,True,True,True
14267,019EBvjXUxv8X.png,False,False,False,False,False,True,True,True,True,False,False
14268,042sB2cSgiaj.png,False,True,False,True,False,True,True,True,True,True,True
14269,032wY1ch7xxx.png,True,False,True,True,False,True,True,True,True,True,True
14270,022ykV8u74jt.png,False,False,False,False,False,True,False,False,True,False,False
14271,0331ySyfTUMo.png,True,False,True,False,False,True,True,True,True,True,True
14272,022ykzFBmu9P.png,True,False,False,True,False,True,True,True,True,True,True
14273,0331yTzWKzGB.png,False,False,False,False,False,False,False,False,False,False,False
14274,0231yTekHYPH.png,False,False,False,False,False,True,False,False,True,False,False
14275,012sAXxTbVc7.png,False,False,True,False,False,False,False,False,False,False,False
14276,032wY1AHf6Lf.png,True,True,True,True,True,True,True,True,True,True,True
14277,0331yTt4gkso.png,False,False,False,False,False,False,False,False,False,False,False
14278,0138WQXUtaqC.png,False,False,False,False,False,True,True,True,True,False,False
14279,0231ywriB3S8.png,True,False,True,True,False,True,True,True,True,True,True
14280,019EBtFZsAkRv.png,False,False,True,False,False,True,True,True,True,True,True
14281,032waW8sh32w.png,True,False,True,True,False,True,True,True,True,True,True
14282,03349wXtokj3.png,True,False,True,True,False,True,False,False,False,True,True
14283,022wZWVB1AoZ.png,False,False,True,False,False,True,True,True,True,False,False
14284,022yiVVcKydj.png,False,False,True,True,False,True,True,True,True,False,True
14285,032ykyLtSsy4.png,True,True,True,True,True,True,True,True,True,True,True
14286,013AkPbWSB4h.png,False,False,True,False,False,False,True,False,True,False,False
14287,032ymy78hFX2.png,True,True,True,True,False,True,True,True,True,True,True
14288,022sBXirhnww.png,True,True,True,True,False,True,True,True,True,True,True
14289,0331wU1dthad.png,False,False,True,False,False,False,False,False,False,False,False
14290,0138ZQA5Z64v.png,False,False,True,False,False,False,False,False,True,False,False
14291,0331yTeye6t8.png,False,False,True,True,False,True,False,False,True,False,False
14292,0331yTKF813A.png,True,False,True,True,False,True,True,True,True,True,True
14293,032ymyfrNQka.png,True,True,False,True,False,True,True,True,True,True,True
14294,032wazZx6AcA.png,True,False,True,False,False,True,True,True,True,True,False
14295,032wZVhVhJNG.png,False,False,True,True,False,False,True,False,True,False,False
14296,022ykUga8BTX.png,False,True,False,True,False,True,True,False,True,True,True
14297,013Akt99ro6v.png,True,False,True,False,False,True,True,True,True,True,True
14298,012sAXxQfY5s.png,False,False,False,False,False,True,True,True,True,False,False
14299,032s93m61gwm.png,False,False,False,False,False,True,True,False,True,True,True
14300,012s93m62hr5.png,True,True,True,True,True,True,True,True,True,True,True
14301,013AmPFSVGuX.png,True,False,True,False,False,True,True,True,True,True,True
14302,032wYWcHL2a4.png,True,False,True,False,False,True,False,True,True,True,True
14303,013AjtbvG8W3.png,True,True,True,True,False,True,True,True,True,True,True
14304,012uN2AeSsGr.png,False,False,True,True,False,True,False,False,True,False,False
14305,012uN2AeVDLi.png,False,False,True,False,False,True,False,True,True,False,True
14306,022sB34miJ2B.png,True,True,True,True,False,True,True,True,True,True,True
14307,0331yTYLAKF7.png,False,False,False,False,False,True,False,False,True,False,False
14308,0231ySyZYXgF.png,False,False,False,False,False,True,False,True,True,False,False
14309,012uNWpW9V5i.png,False,False,True,False,False,True,False,False,True,False,False
14310,03349SzUkN9k.png,False,False,False,False,False,True,True,True,True,False,False
14311,0331wxSjk9Qf.png,True,False,True,False,False,True,True,True,True,True,False
14312,019EBskEPWyt3.png,True,True,False,False,False,False,False,False,True,True,False
14313,032ykUum5mbv.png,True,False,True,False,False,True,True,True,True,True,True
14314,042sB2j7dVD9.png,False,False,False,True,False,True,True,True,True,True,True
14315,032ykz28ACwz.png,True,False,True,False,False,True,False,True,True,True,True
14316,022yiVc3vBPC.png,True,True,True,True,False,True,True,True,True,True,True
14317,019EBvjXXvthH.png,True,True,True,True,False,True,True,True,True,True,True
14318,032ykUa2a1K5.png,False,False,False,False,False,True,True,False,True,False,False
14319,012s93RNzvJt.png,False,False,False,False,False,False,False,False,True,False,False
14320,02348wRzXFqV.png,True,False,True,True,False,True,True,True,True,True,True
14321,032ymySfM8K2.png,False,False,True,True,False,True,True,True,True,True,True
14322,022waVTjuztc.png,False,True,False,True,False,True,True,True,True,True,True
14323,012s8YsxtAmG.png,True,False,True,True,False,True,False,True,True,True,True
14324,022wZW36nnzc.png,True,False,True,False,False,True,True,False,True,True,True
14325,0231ywrjcgLx.png,False,False,True,False,False,True,True,True,True,False,False
14326,022ykz28ACif.png,True,True,False,True,False,True,True,True,True,True,True
14327,032yhzAD9Wri.png,False,False,False,False,False,False,False,True,False,False,False
14328,022ynU6xCrHi.png,False,False,True,False,False,True,True,True,True,True,True
14329,022ykVUagYnT.png,False,False,True,False,False,True,False,False,True,False,False
14330,032ykz8hCNbu.png,False,False,False,True,True,True,True,True,True,True,True
14331,032wY1j2pufZ.png,True,True,True,True,False,False,True,True,True,True,True
14332,032ymUSwj8JJ.png,True,True,True,True,False,True,True,True,True,True,True
14333,032waW2WaTvv.png,True,False,True,True,False,True,True,True,True,True,True
14334,032ykUgba9mr.png,True,True,True,True,False,False,True,False,True,True,True
14335,019EBvkCmdtsv.png,True,False,True,True,False,True,True,True,True,True,True
14336,0331yTzUozPu.png,False,False,False,False,False,True,True,True,True,False,False
14337,0231yTzUozF8.png,False,False,True,False,False,True,True,True,True,False,True
14338,032wYWVmGWSc.png,False,False,True,False,False,True,True,True,True,True,True
14339,022ykV2CifjV.png,False,False,True,False,False,False,False,False,False,False,False
14340,0231yT6484J4.png,False,False,True,False,False,True,True,True,True,False,False
14341,0331yTekJDCD.png,False,False,False,False,False,False,False,False,True,False,False
14342,02347SnSpU5y.png,False,False,False,False,False,True,False,False,True,False,False
14343,0231ywyEBCSc.png,True,False,False,False,False,True,False,False,False,True,True
14344,032waW945cjx.png,False,False,True,False,False,True,False,False,True,False,False
14345,012uK2RE2NJk.png,True,False,True,False,False,True,True,True,True,True,True
14346,012uP1bK4PQK.png,False,True,False,True,False,True,True,False,True,True,True
14347,032ykzMnEgos.png,True,False,True,False,False,True,True,True,True,True,True
14348,012sB2j6AWJJ.png,True,False,True,False,False,True,False,True,True,True,True
14349,032ymV1grw3H.png,True,False,False,True,False,True,True,True,True,True,True
14350,0231yTRfFuDW.png,True,False,True,True,False,True,True,True,True,True,True
14351,032yjVi8dcor.png,False,False,False,False,False,True,False,True,True,False,False
14352,032wZWVB1WHd.png,False,False,False,False,False,True,True,True,True,False,True
14353,02346wuGixjV.png,False,False,False,False,False,False,False,False,False,False,False
14354,03349SzUk38L.png,True,False,True,False,False,True,True,True,True,True,True
14355,0331yTzUoeqV.png,False,False,False,False,False,False,False,False,False,False,False
14356,032wY1AHdkwr.png,False,True,True,True,False,True,True,True,True,True,True
14357,012uP2GaH3Mq.png,False,False,True,True,False,False,False,False,True,False,False
14358,012sB34mhxzt.png,True,True,True,True,False,True,True,True,True,True,True
14359,019EBvjXXxEd4.png,False,False,False,False,False,True,False,False,False,False,False
14360,022ykVMwFnKz.png,False,False,True,False,False,False,False,False,False,False,False
14361,0234ASBuQeYg.png,False,True,False,False,False,True,True,True,True,True,True
14362,022ykz8Zm6RJ.png,False,False,False,False,False,True,True,False,True,True,False
14363,022wY1ch7y7f.png,False,True,True,True,False,True,True,True,True,True,True
14364,013AmPFSTGAk.png,True,False,True,False,False,True,False,True,True,True,True
14365,0231xy7HFAoL.png,False,False,False,False,False,False,False,False,False,False,False
14366,032s93z5AjxD.png,False,False,True,False,False,True,True,False,True,False,False
14367,013AjPGLgRMg.png,True,False,True,False,False,True,False,True,True,True,True
14368,0136NQqC8nyi.png,True,False,True,False,False,True,True,True,True,True,True
14369,022yjUormvUp.png,True,False,True,False,False,True,False,True,True,True,True
14370,032ymUZZhvWq.png,False,True,False,True,False,True,True,True,True,True,True
14371,0331xy7HGr8X.png,False,False,False,False,False,True,True,False,True,False,False
14372,032wZVotMYbM.png,True,False,True,False,False,True,True,True,True,True,True
14373,032yiV3WexU1.png,False,True,False,False,False,True,True,True,True,True,True
14374,032ykz28BDEw.png,False,True,False,True,False,True,True,True,True,True,True
14375,032yiVGdAb4t.png,False,True,True,True,False,True,True,True,True,True,True
14376,032ymy7BfuVy.png,True,False,False,True,False,True,True,True,True,True,True
14377,012uNWi7XFNB.png,False,False,True,True,False,False,False,False,False,False,False
14378,032ykUufBVom.png,False,False,True,False,False,True,True,True,True,False,False
14379,032yhzAD9X1S.png,False,False,False,False,False,True,False,False,True,False,False
14380,022s8YsxvXHa.png,False,True,True,True,False,True,True,True,True,True,True
14381,0236JRtDfRyQ.png,False,False,False,False,False,False,False,False,True,False,False
14382,012sBXVbHDbs.png,False,False,False,False,False,True,True,True,True,True,True
14383,022ykz8eE4Fi.png,False,False,False,False,False,True,True,True,True,True,True
14384,012uP23Tj4zp.png,False,False,True,False,False,False,False,False,False,False,False
14385,032ynUDUHiGW.png,True,True,True,True,False,True,True,True,True,True,True
14386,012uPWowNo1J.png,True,True,True,False,True,True,True,True,True,True,True
14387,032wY1jD9oJe.png,False,False,True,False,False,True,False,True,True,True,True
14388,0231ywriB3y1.png,False,False,True,False,False,False,False,False,False,False,False
14389,032ykz8VM95q.png,True,False,False,False,False,True,True,True,True,True,True
14390,012uNWi7XarC.png,False,False,True,True,False,True,True,True,True,False,False
14391,0231xy7FkWi1.png,False,False,False,False,False,False,False,False,False,False,False
14392,0231ywrjdMcP.png,False,False,True,True,False,True,False,False,True,False,False
14393,0231yxCShVSp.png,False,False,False,False,False,False,False,False,False,False,False
14394,0231xy7FnsEK.png,False,False,True,False,False,False,False,False,False,False,False
14395,032uMWiepdCa.png,True,False,True,False,False,True,True,True,True,True,True
14396,013AiPW4zjh7.png,False,False,False,False,False,True,True,True,True,True,True
14397,022ymUu7tUNK.png,False,False,True,False,False,True,True,True,True,True,True
14398,02349wXzmipT.png,False,False,False,False,False,True,False,False,False,False,False
14399,0231yxCShVDX.png,True,False,True,True,False,True,True,True,True,True,True
14400,032sB2xCfoRJ.png,False,False,True,True,False,False,False,False,False,False,False
14401,013AmPFSTFZR.png,True,False,True,True,False,True,True,True,True,True,True
14402,0234ASJUQ7ay.png,True,False,True,False,False,True,False,True,True,True,True
14403,022ykUum5mbt.png,True,True,True,True,False,True,True,True,True,True,True
14404,022yiVGdAvKb.png,False,True,True,True,False,True,True,False,True,True,True
14405,022sB2jAantR.png,True,True,True,True,False,True,True,True,True,True,True
14406,032yiV9yi942.png,False,False,False,False,False,True,False,False,True,False,False
14407,0331xTzyAj4K.png,False,False,True,False,False,True,True,True,True,False,False
14408,0231yTYJh15W.png,False,True,True,True,False,True,True,True,True,True,True
14409,032ymUu6R9pY.png,True,False,False,False,False,True,True,True,True,True,True
14410,02Tzm2JJFq.png,True,False,True,True,False,True,True,True,True,True,True
14411,032ykVUc9XF2.png,False,False,True,False,False,True,True,True,True,True,True
14412,0231xy7PCo7B.png,False,False,False,False,False,True,True,False,True,False,False
14413,012wWXC73to9.png,False,True,True,True,False,True,True,True,True,True,True
14414,0231yTKGcL2k.png,True,True,True,True,False,True,True,False,True,True,True
14415,032ykz8ZkkQW.png,False,False,True,False,False,True,True,True,True,False,False
14416,0136Mv4PEEHv.png,True,False,True,True,False,True,True,True,True,True,True
14417,0231ySyZaYVT.png,False,False,False,False,False,True,True,True,True,True,True
14418,013AjtNqCUX1.png,True,True,True,True,False,True,True,True,True,True,True
14419,0138VvYWBpCR.png,False,False,False,False,False,True,False,True,True,False,False
14420,0331ywrggPR6.png,True,False,True,True,False,False,True,True,True,True,True
14421,012uP2GVqRTJ.png,False,False,True,True,False,True,True,True,True,False,False
14422,032ymyfmtSPy.png,True,True,True,True,False,True,True,True,True,True,True
14423,032ykV2S5Dvv.png,False,False,True,False,False,True,False,False,False,False,False
14424,0231xy7CnsdB.png,False,False,False,False,False,True,True,False,True,False,False
14425,032wY1ALd5Cz.png,False,False,True,True,False,True,True,True,True,True,True
14426,019EBvkKN7MH4.png,False,True,False,True,False,True,True,True,True,True,True
14427,032ykzMkkhkj.png,False,False,False,False,False,False,False,False,False,False,False
14428,032yjUvGuUse.png,True,False,True,True,False,True,True,False,True,True,True
14429,019EBskuj9w38.png,True,False,True,True,False,True,True,True,True,True,True
14430,042sBXqDrNQa.png,True,False,True,True,False,True,True,True,True,True,True
14431,022ykzF2sJ2y.png,False,True,True,True,False,True,True,True,True,True,True
14432,019EBvkKN9i2h.png,False,False,False,False,False,False,False,False,False,False,False
14433,042sB2j98V1h.png,True,False,True,False,False,True,False,True,True,True,True
14434,022s8YsryZiT.png,False,False,True,False,False,True,False,True,True,True,True
14435,0331yxsdQAAD.png,True,True,False,True,False,True,True,False,True,True,True
14436,032waW2S8W5v.png,False,False,False,False,False,True,False,False,True,False,False
14437,032wYWirLB2k.png,True,True,True,True,False,False,True,False,True,True,True
14438,0331yTKGbeXr.png,True,False,False,False,False,True,False,False,True,True,True
14439,0331ySyZaYic.png,False,False,False,False,False,False,False,False,False,False,False
14440,012uK2eTzxt5.png,True,False,True,True,False,True,True,True,True,True,True
14441,032ykV8vd5DU.png,False,False,False,False,False,True,False,True,True,False,False
14442,032sAYdiopvT.png,False,True,False,True,False,True,True,False,True,True,True
14443,032ykVUWEvGe.png,False,False,False,False,False,True,True,False,True,False,False
14444,0136LRyc7DJE.png,True,True,True,True,True,True,True,True,True,True,True
14445,013AkPFoNiaB.png,True,True,True,True,False,True,True,False,True,True,True
14446,02349TDTsjbk.png,True,False,True,True,False,True,True,True,True,True,True
14447,022yjUvGvADa.png,False,False,False,False,False,True,True,True,True,True,True
14448,012uPWUQhFwo.png,True,False,True,True,False,True,True,True,True,True,True
14449,012uNWi61FGh.png,False,False,True,True,False,True,True,True,True,False,False
14450,02349SRZDyn4.png,True,False,True,True,False,True,False,True,False,True,True
14451,032s93sf2r5V.png,True,True,True,True,False,True,True,True,True,True,True
14452,032ymV1pJYrg.png,False,False,True,True,False,False,False,False,False,False,False
14453,032ykz8Zm67f.png,False,False,False,True,False,True,True,True,True,False,True
14454,012uPWMzZ24M.png,True,True,True,True,False,True,True,True,True,True,True
14455,0331xx6PV3DH.png,True,False,True,True,False,True,True,False,True,True,True
14456,019EBvkCkAujg.png,False,False,True,True,False,True,False,False,True,False,False
14457,022wYWiixFjt.png,True,False,False,False,False,True,True,True,True,True,True
14458,0136MvB8dxq6.png,True,False,True,True,False,True,True,True,True,True,True
14459,0231yTmHp3Gq.png,False,False,False,False,False,True,False,False,True,False,False
14460,042s8Ysxsqb6.png,True,True,True,True,False,True,False,True,True,True,True
14461,0331yTKM4xcP.png,False,False,True,False,False,True,True,True,True,False,False
14462,032sBXqRkdBe.png,True,False,True,True,False,True,True,True,True,True,True
14463,0331yTswKB99.png,True,True,True,True,False,True,True,False,True,True,True
14464,022s93JoyRcf.png,False,False,True,True,False,True,False,False,True,False,False
14465,012s8YsrzEki.png,False,True,False,False,False,True,True,True,True,True,True
14466,022ykz28AYov.png,False,True,True,False,False,False,True,True,True,True,True
14467,032ykz26gDyB.png,True,True,True,True,False,True,True,True,True,True,True
14468,013Akt99qSsW.png,True,True,True,True,False,True,False,True,True,True,True
14469,032wYWcENiWg.png,True,False,True,False,False,True,False,True,True,True,True
14470,013AmPMt4oYL.png,True,False,True,True,False,True,True,False,True,True,True
14471,022ymV1grvje.png,True,True,True,True,False,True,True,True,True,True,True
14472,032yhzAEcpwt.png,False,False,True,True,False,False,False,False,False,False,False
14473,022yiVc3wXmP.png,True,True,True,True,False,True,True,True,True,True,True
14474,0231wxSdorxA.png,False,False,True,True,False,True,False,True,True,False,False
14475,0231yxCSg94V.png,True,False,True,True,False,True,True,True,True,True,True
14476,0231ywrp4ykK.png,False,False,True,True,False,True,False,False,False,False,False
14477,013AmPUNdzq6.png,True,False,True,True,False,True,False,True,True,True,True
14478,022ykVFRCG3h.png,False,False,True,True,False,True,True,False,True,False,False
14479,02349SYBDnD6.png,False,False,True,False,False,True,True,True,True,False,False
14480,032ykV2EDKuS.png,False,False,False,False,False,True,True,True,True,False,False
14481,032s93mBxzNv.png,True,True,True,True,False,True,True,True,True,True,True
14482,022ykz28ACik.png,True,True,True,True,False,True,True,True,True,True,True
14483,032ymUuAqSLF.png,True,True,True,False,False,True,False,True,True,True,True
14484,022ymUSvHA4P.png,False,True,False,True,False,True,True,True,True,True,True
14485,022wZW35M9dH.png,False,False,True,False,False,False,False,False,False,False,False
14486,032sAXxS7WKo.png,False,False,True,False,False,False,False,False,False,False,False
14487,012sAYdkGocA.png,False,False,True,True,False,True,True,True,True,False,False
14488,032yjVFt4Lmd.png,True,True,True,True,False,True,True,True,True,True,True
14489,032yiVGeev4W.png,False,False,False,False,False,True,True,False,True,False,False
14490,032ykz8ck4tt.png,False,True,False,True,False,False,False,True,True,True,True
14491,032yjVUwe21E.png,True,False,True,True,False,True,True,True,True,True,True
14492,013AkP9HNDQ4.png,True,False,False,False,False,True,True,True,True,True,True
14493,013AjNvuyAaR.png,True,True,True,True,False,True,True,True,True,True,True
14494,022ykz26huJQ.png,False,False,False,True,False,True,False,False,True,False,False
14495,0334ASJURTyJ.png,False,False,False,False,False,True,False,True,True,False,False
14496,032ymUSyE8ZK.png,False,False,False,False,False,True,True,True,True,False,False
14497,022ymV1guHBa.png,False,False,False,False,False,True,False,True,True,False,False
14498,042s93sZ6uFr.png,False,False,False,False,False,True,False,False,True,False,False
14499,012uL2519ruD.png,True,False,True,False,False,True,True,True,True,True,True
14500,022yiVGbjd7y.png,True,True,True,True,False,True,True,True,True,True,True
14501,0138WurgDUNx.png,False,True,False,True,False,True,True,True,True,True,True
14502,013AmNgipTPC.png,False,True,False,False,False,True,True,True,True,True,True
14503,022wY1AVYfvZ.png,True,False,True,False,False,True,True,True,True,True,True
14504,012sC3Pm48dT.png,False,True,True,True,False,True,True,False,True,True,True
14505,022ykV2CjLhW.png,False,False,False,False,False,False,False,False,False,False,False
14506,032sAY55byJi.png,True,True,True,True,False,True,True,True,True,True,True
14507,0136MvrEuLWg.png,False,False,False,False,False,False,False,False,False,False,False
14508,032yiV3WdHHd.png,False,False,False,False,False,True,False,False,True,False,False
14509,0231ywrjcMKR.png,False,False,True,False,False,True,False,False,True,False,False
14510,022ymUDtA8BZ.png,True,False,True,False,False,True,True,True,True,True,True
14511,0231ywyMdqAA.png,True,False,True,True,False,True,True,True,True,True,True
14512,022ykVUUmwCj.png,True,False,True,False,False,True,False,True,True,True,True
14513,012uN2GxeUA8.png,True,False,True,False,False,True,False,False,True,True,True
14514,022ykV2HAdGt.png,False,True,True,False,False,True,True,True,True,True,True
14515,032yjyuzZ9zS.png,False,False,False,False,False,False,False,False,False,False,False
14516,032s93m354Td.png,False,False,True,True,False,True,True,True,True,False,False
14517,032s93z59513.png,False,False,False,False,False,False,False,False,False,False,False
14518,0331wU89uXKi.png,False,False,True,True,False,True,False,True,True,False,False
14519,02349SRi9F69.png,False,False,False,False,False,False,False,False,False,False,False
14520,0331yTszFTvC.png,True,True,True,True,False,True,True,False,True,True,True
14521,032ykUTWYW5D.png,True,False,True,True,False,True,True,True,True,True,True
14522,022ymULQEzEe.png,False,False,False,False,False,True,False,False,True,False,False
14523,032yjz2b2HDJ.png,False,False,False,False,False,True,True,False,True,False,False
14524,022yizbqxoKG.png,False,True,True,True,False,True,True,True,True,True,True
14525,022yiVGdAb4v.png,True,True,True,True,False,True,True,True,True,True,True
14526,012uN2GxeUmS.png,False,False,False,False,False,True,False,True,True,False,False
14527,022sAYdfqB68.png,False,True,True,False,False,True,True,True,True,True,True
14528,0231ySydzVDe.png,False,False,True,False,False,True,False,True,True,True,False
14529,019EBtFTAjfVZ.png,False,False,False,False,False,True,True,False,True,True,True
14530,012s93sgWpyq.png,False,False,True,True,False,True,False,False,True,False,False
14531,042s8Z6x2DZJ.png,True,True,True,True,False,True,True,True,True,True,True
14532,0231yTt4iS48.png,False,False,False,False,False,True,True,True,True,False,False
14533,012uP1bK4PUc.png,False,True,False,True,False,True,True,False,True,True,True
14534,042uM2HXTqw8.png,True,False,True,True,False,True,True,True,True,True,True
14535,032yiVVjiEnh.png,True,False,True,False,False,True,True,True,True,True,True
14536,022ymUngFuwm.png,False,False,False,False,False,True,False,False,True,False,False
14537,032yiVGehG8J.png,False,False,False,False,False,True,True,False,True,False,False
14538,042sB2j999pn.png,False,True,False,True,False,True,True,True,True,True,True
14539,02346x1thm6x.png,True,False,True,True,False,True,True,True,True,True,True
14540,0136MvB2hLSC.png,True,False,True,True,False,True,True,True,True,True,True
14541,032yiVGegFm2.png,True,True,True,True,False,True,True,True,True,True,True
14542,013AjPGLh5iD.png,True,False,True,True,False,False,False,False,False,True,True
14543,032s93mBxzJZ.png,True,True,True,True,False,True,True,False,True,True,True
14544,022uM24ckkr3.png,False,False,False,False,False,True,True,True,True,False,False
14545,022wYWcQjHiA.png,True,False,True,False,False,True,False,True,True,True,True
14546,032s93Y5Q13C.png,True,False,True,True,False,True,True,False,True,True,True
14547,0231xy7HFWCp.png,False,False,True,True,False,False,False,False,False,False,False
14548,022ykUuf9Uqh.png,False,False,True,True,False,True,True,True,True,False,False
14549,032sAYQWLu3B.png,False,False,True,True,False,True,True,True,True,False,True
14550,022ynUSRwRzT.png,False,False,False,False,False,True,False,False,True,False,False
14551,022s93RMWFga.png,False,False,False,False,False,True,False,False,False,False,False
14552,022ykVUWFahY.png,False,False,False,False,False,True,False,True,True,False,False
14553,022s93sZ7EMh.png,False,False,False,False,False,True,True,False,True,False,False
